Starting instrumented solve...
Solve Time: 0.6994s
Residual Calls: 1
Jacobian Calls: 5
Success: True
         829327 function calls (806698 primitive calls) in 1.149 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 _ufunc_config.py:400(__init__)
        9    0.000    0.000    0.000    0.000 inspect.py:524(isbuiltin)
        1    0.000    0.000    0.000    0.000 components.py:647(PlenumNode)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
        1    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 __init__.py:48(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 suite.py:328(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 core.py:6662(MaskedConstant)
        5    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_has_sorted_indices}
        1    0.000    0.000    0.000    0.000 combustion_result.py:6(CombustionResult)
        2    0.000    0.000    0.000    0.000 core.py:6762(__setattr__)
        1    0.000    0.000    0.000    0.000 _vertex.py:247(VertexCacheField)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 components.py:938(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method combaero._core.mach_number}
       21    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
       21    0.000    0.000    0.000    0.000 _codata.py:2123(_check_obsolete)
       15    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:321(get_default_scheme)
        1    0.000    0.000    0.000    0.000 pydoc.py:1199(__init__)
        5    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        1    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method combaero._core.isentropic_expansion_coefficient}
        3    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        3    0.000    0.000    0.000    0.000 _linalg.py:123(_makearray)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 components.py:896(PressureBoundary)
        1    0.000    0.000    0.000    0.000 runner.py:30(TextTestResult)
        2    0.000    0.000    0.000    0.000 core.py:6607(isMaskedArray)
        1    0.000    0.000    0.000    0.000 species.py:11(SpeciesLocator)
       12    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        3    0.000    0.000    0.000    0.000 warnings.py:458(__init__)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 subprocess.py:1961(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        1    0.000    0.000    0.000    0.000 components.py:459(MixtureState)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 use_rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _helpers.py:516(_AutoJITWrapper)
        1    0.000    0.000    0.000    0.000 _vertex.py:9(VertexBase)
        1    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 extras.py:1785(MAxisConcatenator)
       14    0.000    0.000    0.000    0.000 {built-in method combaero._core.species_molar_mass}
        2    0.000    0.000    0.000    0.000 _parser.py:1004(addliteral)
        1    0.000    0.000    0.000    0.000 calendar.py:200(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:74(__init__)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:10(LaplacianNd)
        1    0.000    0.000    0.000    0.000 __init__.py:637(path)
        4    0.000    0.000    0.000    0.000 enum.py:1691(_simple_enum)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:333(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:2192(suppress_warnings)
        1    0.000    0.000    0.000    0.000 _index.py:25(IndexMixin)
        1    0.000    0.000    0.000    0.000 _nonlin.py:458(InverseJacobian)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 _kdtree.py:98(Rectangle)
        1    0.000    0.000    0.000    0.000 __init__.py:764(legacy_normalize)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 instrumented_solve.py:5(InstrumentedSolver)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
       10    0.000    0.000    0.000    0.000 _compressed.py:1094(has_sorted_indices)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:611(LocaleTextCalendar)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 _kdtree.py:333(innernode)
        1    0.000    0.000    0.000    0.000 _complex.py:13(Complex)
        1    0.000    0.000    0.000    0.000 _at.py:61(at)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:41(BagObj)
        4    0.000    0.000    0.000    0.000 typing.py:2568(final)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 _trustregion.py:30(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 report.py:36(SQPReport)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1471(dtype_is_implied)
        4    0.000    0.000    0.000    0.000 _linalg.py:142(_realType)
       26    0.000    0.000    0.000    0.000 inspect.py:2804(annotation)
        2    0.000    0.000    0.000    0.000 typing.py:1799(_caller)
        7    0.000    0.000    0.000    0.000 __init__.py:672(__init__)
        1    0.000    0.000    0.000    0.000 header.py:175(Header)
        3    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        1    0.000    0.000    0.000    0.000 _testutils.py:56(PytestTester)
        6    0.000    0.000    0.000    0.000 case.py:426(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:128(ScalarFunction)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
       15    0.000    0.000    0.000    0.000 _adapters.py:64(redent)
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 components.py:932(MassFlowBoundary)
        1    0.000    0.000    0.000    0.000 _kdtree.py:293(node)
        7    0.000    0.000    0.000    0.000 getlimits.py:157(_register_type)
        6    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        7    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 components.py:406(WallConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:655(LZMACompressor)
        1    0.000    0.000    0.000    0.000 csv.py:137(DictWriter)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:202(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 pydoc.py:2321(ModuleScanner)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1122(TOMS748Solver)
        1    0.000    0.000    0.000    0.000 graph.py:36(add_element)
        1    0.000    0.000    0.000    0.000 __init__.py:742(Prepared)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 __init__.py:322(CDLL)
        3    0.000    0.000    0.000    0.000 _add_docstring.py:11(add_newdoc)
        1    0.000    0.000    0.000    0.000 _multiufuncs.py:24(MultiUFunc)
       10    0.000    0.000    0.000    0.000 _data.py:24(dtype)
        2    0.000    0.000    0.000    0.000 calendar.py:120(__init__)
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 components.py:285(WallLayer)
        1    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:23(BarrierSubproblem)
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 pressure_loss.py:163(LinearThetaHeadLoss)
        1    0.000    0.000    0.000    0.000 functools.py:968(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        4    0.000    0.000    0.000    0.000 mixins.py:53(_unary_method)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:344(CountingDaskScheduler)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
        3    0.000    0.000    0.000    0.000 _util.py:1242(_dedent_for_py313)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1319(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 _constraints.py:314(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _svdp.py:33(_AProd)
        1    0.000    0.000    0.000    0.000 _backend.py:8(_ScipyBackend)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1345(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 core.py:6466(mvoid)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:525(VectorFunction)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:285(BFGS)
        4    0.000    0.000    0.000    0.000 core.py:3443(dtype)
        2    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 message.py:335(set_payload)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       12    0.000    0.000    0.000    0.000 distance.py:1653(<lambda>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:937(FloatingFormat)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        7    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 minpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method combaero._core.speed_of_sound}
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2141(vectorize)
        3    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 rotation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:494(__repr__)
        1    0.000    0.000    0.000    0.000 header.py:408(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 components.py:902(__init__)
        1    0.000    0.000    0.000    0.000 diagnose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dok.py:615(dok_matrix)
        1    0.000    0.000    0.000    0.000 _interface.py:597(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:597(GenericBroyden)
        1    0.000    0.000    0.000    0.000 subprocess.py:361(_text_encoding)
        3    0.000    0.000    0.000    0.000 solver.py:56(_is_mdot_unknown)
       15    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        1    0.000    0.000    0.000    0.000 calendar.py:632(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 _util.py:1014(_RichResult)
        1    0.000    0.000    0.000    0.000 argparse.py:1367(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 _optimize.py:2439(Brent)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
